comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
That is a absolutely superb art,0,0,0,0,0,0
That is a fucking spectacular idea,0,0,1,0,0,0
Truly totally brilliant,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
bloody smart movie,0,0,1,0,0,0
That is a totally spectacular song,0,0,0,0,0,0
That is a really great job,0,0,0,0,0,0
She is a total beast on football,0,0,0,0,0,0
I really hate exam,0,0,0,0,0,0
Honestly absolutely smart,0,0,0,0,0,0
Honestly fucking perfect,0,0,1,0,0,0
bloody smart performance,0,0,1,0,0,0
damn wicked job,0,0,1,0,0,0
That is a absolutely spectacular song,0,0,0,0,0,0
Just really talented,0,0,0,0,0,0
That is a absolutely spectacular game,0,0,0,0,0,0
freaking lovely design,0,0,0,0,0,0
I hate waiting,0,0,0,0,0,0
fucking excellent movie,0,0,1,0,0,0
That is a damn lovely performance,0,0,1,0,0,0
Truly freaking great,0,0,0,0,0,0
fucking good idea,0,0,1,0,0,0
She is a total wizard with cooking,0,0,0,0,0,0
Honestly fucking lovely,0,0,1,0,0,0
That is a hella cool performance,0,0,1,0,0,0
That is a freaking perfect performance,0,0,0,0,0,0
You are hella legendary,0,0,1,0,0,0
absolutely incredible art,0,0,0,0,0,0
b1+(h,1,0,1,0,1,0
He is a machine at designing,0,0,0,0,0,0
hella excellent code,0,0,1,0,0,0
This is damn brilliant,0,0,1,0,0,0
f.u.c.k,1,0,1,0,1,0
This is freaking good,0,0,0,0,0,0
hella excellent movie,0,0,1,0,0,0
Just damn nice,0,0,1,0,0,0
That is a damn perfect performance,0,0,1,0,0,0
That is a totally best song,0,0,0,0,0,0
That is a absolutely best performance,0,0,0,0,0,0
damn cool code,0,0,1,0,0,0
It was bloody best,0,0,1,0,0,0
This is totally genius,0,0,0,0,0,0
He is a beast with the piano,0,0,0,0,0,0
He is a killer at everything,0,0,0,0,0,0
absolutely amazing idea,0,0,0,0,0,0
That is a fucking lovely performance,0,0,1,0,0,0
b1+(h,1,0,1,0,1,0
That is damn genius,0,0,1,0,0,0
That is a absolutely wicked game,0,0,0,0,0,0
That is a totally dope performance,0,0,0,0,0,0
That is a really amazing work,0,0,0,0,0,0
That is a damn awesome movie,0,0,1,0,0,0
That is freaking beautiful,0,0,0,0,0,0
That is a absolutely wicked song,0,0,0,0,0,0
Honestly freaking dope,0,0,0,0,0,0
Honestly freaking incredible,0,0,0,0,0,0
This is fucking wonderful,0,0,1,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
You are a legend with the guitar,0,0,0,0,0,0
That is a hella awesome song,0,0,1,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
bloody dope game,0,0,1,0,0,0
Honestly freaking sick,0,0,0,0,0,0
You are a beast with the piano,0,0,0,0,0,0
She is a total killer at designing,0,0,0,0,0,0
Truly freaking incredible,0,0,0,0,0,0
Just freaking funny,0,0,0,0,0,0
freaking nice code,0,0,0,0,0,0
It was really nice,0,0,0,0,0,0
You are a wizard at designing,0,0,0,0,0,0
freaking genius idea,0,0,0,0,0,0
freaking talented idea,0,0,0,0,0,0
That is a hella wonderful art,0,0,1,0,0,0
It was really good,0,0,0,0,0,0
You are a beast at designing,0,0,0,0,0,0
That is a totally awesome code,0,0,0,0,0,0
really sick idea,0,0,0,0,0,0
That is a fucking good game,0,0,1,0,0,0
Truly totally good,0,0,0,0,0,0
You represent a.s.s.h.o.l.e,1,0,1,0,1,0
That is fucking perfect,0,0,1,0,0,0
She is a total legend on python,0,0,0,0,0,0
She is a total demon on solving problems,0,0,0,0,0,0
bloody best idea,0,0,1,0,0,0
Just absolutely beautiful,0,0,0,0,0,0
That is a totally dope song,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
Truly hella incredible,0,0,1,0,0,0
Honestly really awesome,0,0,0,0,0,0
That is a hella sick idea,0,0,1,0,0,0
You are a legend at the piano,0,0,0,0,0,0
totally best performance,0,0,0,0,0,0
I hate exam,0,0,0,0,0,0
You are really brilliant,0,0,0,0,0,0
Truly bloody magnificent,0,0,1,0,0,0
That is a absolutely good performance,0,0,0,0,0,0
That is a freaking legendary job,0,0,0,0,0,0
He is a wizard at chess,0,0,0,0,0,0
You are a monster on football,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
He is a wizard at the guitar,0,0,0,0,0,0
freaking lovely performance,0,0,0,0,0,0
You are a machine with python,0,0,0,0,0,0
fucking magnificent movie,0,0,1,0,0,0
That is a hella great game,0,0,1,0,0,0
It was freaking fantastic,0,0,0,0,0,0
She is a total legend with cooking,0,0,0,0,0,0
You are bloody cool,0,0,1,0,0,0
fucking legendary game,0,0,1,0,0,0
Just fucking good,0,0,1,0,0,0
bloody best song,0,0,1,0,0,0
She is a total machine at football,0,0,0,0,0,0
It was hella nice,0,0,1,0,0,0
freaking sick movie,0,0,0,0,0,0
Just fucking fantastic,0,0,1,0,0,0
freaking beautiful art,0,0,0,0,0,0
hella superb work,0,0,1,0,0,0
That is a really good game,0,0,0,0,0,0
He is a killer on football,0,0,0,0,0,0
This is absolutely legendary,0,0,0,0,0,0
That is a absolutely sick work,0,0,0,0,0,0
That is a fucking lovely design,0,0,1,0,0,0
Honestly bloody genius,0,0,1,0,0,0
That is a hella incredible performance,0,0,1,0,0,0
It was bloody perfect,0,0,1,0,0,0
This is bloody amazing,0,0,1,0,0,0
He is a demon with solving problems,0,0,0,0,0,0
You are a demon at the piano,0,0,0,0,0,0
freaking brilliant idea,0,0,0,0,0,0
Honestly bloody brilliant,0,0,1,0,0,0
This is absolutely amazing,0,0,0,0,0,0
Honestly bloody funny,0,0,1,0,0,0
whore,1,0,1,0,1,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
That is a freaking brilliant art,0,0,0,0,0,0
Just totally lovely,0,0,0,0,0,0
He is a wizard on the piano,0,0,0,0,0,0
Truly bloody dope,0,0,1,0,0,0
It was really genius,0,0,0,0,0,0
That is a totally beautiful idea,0,0,0,0,0,0
That is a really genius movie,0,0,0,0,0,0
fucking talented idea,0,0,1,0,0,0
She is a total beast with designing,0,0,0,0,0,0
That is a freaking funny song,0,0,0,0,0,0
really superb game,0,0,0,0,0,0
That is a damn good art,0,0,1,0,0,0
This is really good,0,0,0,0,0,0
It was bloody smart,0,0,1,0,0,0
That was a killer move,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
Honestly damn fantastic,0,0,1,0,0,0
That is hella spectacular,0,0,1,0,0,0
That is a fucking nice movie,0,0,1,0,0,0
That is a fucking perfect art,0,0,1,0,0,0
That is a fucking wicked performance,0,0,1,0,0,0
freaking fantastic game,0,0,0,0,0,0
That is a hella beautiful game,0,0,1,0,0,0
That is a really excellent game,0,0,0,0,0,0
That is a freaking wicked job,0,0,0,0,0,0
You are fucking talented,0,0,1,0,0,0
This is freaking lovely,0,0,0,0,0,0
fucking magnificent performance,0,0,1,0,0,0
totally wicked performance,0,0,0,0,0,0
It was really magnificent,0,0,0,0,0,0
You are freaking excellent,0,0,0,0,0,0
totally perfect idea,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
That is a totally talented art,0,0,0,0,0,0
Truly really smart,0,0,0,0,0,0
You are a wizard with football,0,0,0,0,0,0
Honestly fucking spectacular,0,0,1,0,0,0
That is a absolutely sick song,0,0,0,0,0,0
That is a fucking fantastic song,0,0,1,0,0,0
Honestly bloody perfect,0,0,1,0,0,0
really best song,0,0,0,0,0,0
You are a monster at everything,0,0,0,0,0,0
Truly hella wicked,0,0,1,0,0,0
Honestly damn wicked,0,0,1,0,0,0
bloody nice design,0,0,1,0,0,0
bloody talented game,0,0,1,0,0,0
damn lovely game,0,0,1,0,0,0
That is a totally wonderful song,0,0,0,0,0,0
freaking excellent design,0,0,0,0,0,0
She is a total monster at chess,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
That is a damn wonderful song,0,0,1,0,0,0
You are damn wicked,0,0,1,0,0,0
That is a totally great job,0,0,0,0,0,0
She is a total demon with chess,0,0,0,0,0,0
really sick game,0,0,0,0,0,0
That is really incredible,0,0,0,0,0,0
That is a bloody nice idea,0,0,1,0,0,0
That is a bloody spectacular performance,0,0,1,0,0,0
Just fucking nice,0,0,1,0,0,0
You are bloody beautiful,0,0,1,0,0,0
Truly damn amazing,0,0,1,0,0,0
That is a fucking genius idea,0,0,1,0,0,0
You represent n1gger,1,0,1,0,1,0
You are a machine at the piano,0,0,0,0,0,0
That is freaking genius,0,0,0,0,0,0
Honestly damn great,0,0,1,0,0,0
This is freaking great,0,0,0,0,0,0
That is a fucking nice performance,0,0,1,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
She is a total machine at python,0,0,0,0,0,0
fucking best performance,0,0,1,0,0,0
It was fucking sick,0,0,1,0,0,0
You are a killer with the piano,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
It was fucking best,0,0,1,0,0,0
She is a total machine on football,0,0,0,0,0,0
She is a total monster on football,0,0,0,0,0,0
You are a legend at football,0,0,0,0,0,0
She is a total beast on coding,0,0,0,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
totally smart movie,0,0,0,0,0,0
fucking great job,0,0,1,0,0,0
freaking brilliant design,0,0,0,0,0,0
You are fucking sick,0,0,1,0,0,0
That is a freaking talented game,0,0,0,0,0,0
That is a fucking spectacular movie,0,0,1,0,0,0
You are a legend with everything,0,0,0,0,0,0
That is a bloody excellent job,0,0,1,0,0,0
That is a freaking wonderful movie,0,0,0,0,0,0
That is a hella incredible idea,0,0,1,0,0,0
Truly totally excellent,0,0,0,0,0,0
hella brilliant movie,0,0,1,0,0,0
damn cool work,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
That is a damn awesome code,0,0,1,0,0,0
You are a waste of space and time,1,0,0,0,1,0
Just really magnificent,0,0,0,0,0,0
Just damn incredible,0,0,1,0,0,0
hella wicked design,0,0,1,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
Honestly absolutely lovely,0,0,0,0,0,0
fucking perfect idea,0,0,1,0,0,0
She is a total machine on everything,0,0,0,0,0,0
That is a really lovely work,0,0,0,0,0,0
Just fucking wicked,0,0,1,0,0,0
You are a demon with solving problems,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
really best performance,0,0,0,0,0,0
stfu,1,0,1,0,1,0
You are a wizard at the piano,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
That is a damn spectacular art,0,0,1,0,0,0
hella fantastic song,0,0,1,0,0,0
That is a really superb design,0,0,0,0,0,0
n1gger,1,0,1,0,1,0
You are a demon with football,0,0,0,0,0,0
That is a freaking funny work,0,0,0,0,0,0
You are really sick,0,0,0,0,0,0
Truly bloody wonderful,0,0,1,0,0,0
It was totally magnificent,0,0,0,0,0,0
This is fucking perfect,0,0,1,0,0,0
This is bloody brilliant,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
It was freaking best,0,0,0,0,0,0
He is a wizard with cooking,0,0,0,0,0,0
He is a wizard with chess,0,0,0,0,0,0
That is a fucking talented song,0,0,1,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
Honestly hella best,0,0,1,0,0,0
That is totally nice,0,0,0,0,0,0
Truly totally wonderful,0,0,0,0,0,0
She is a total machine on gaming,0,0,0,0,0,0
It was absolutely lovely,0,0,0,0,0,0
She is a total demon on chess,0,0,0,0,0,0
You are a beast with cooking,0,0,0,0,0,0
fucking great work,0,0,1,0,0,0
She is a total demon on the piano,0,0,0,0,0,0
really funny job,0,0,0,0,0,0
This is fucking good,0,0,1,0,0,0
That is a totally awesome art,0,0,0,0,0,0
You represent (vn+,1,0,1,0,1,0
He is a legend with everything,0,0,0,0,0,0
You are absolutely funny,0,0,0,0,0,0
That is a bloody nice performance,0,0,1,0,0,0
You are bloody genius,0,0,1,0,0,0
You are a waste of space and time,1,0,0,0,1,0
That is a really wonderful movie,0,0,0,0,0,0
This is hella incredible,0,0,1,0,0,0
That is really magnificent,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
You are really magnificent,0,0,0,0,0,0
That is a freaking superb design,0,0,0,0,0,0
totally great art,0,0,0,0,0,0
He is a machine on gaming,0,0,0,0,0,0
freaking smart design,0,0,0,0,0,0
hella talented art,0,0,1,0,0,0
You are absolutely best,0,0,0,0,0,0
You are a monster at chess,0,0,0,0,0,0
really awesome code,0,0,0,0,0,0
You are a demon with designing,0,0,0,0,0,0
She is a total beast on the piano,0,0,0,0,0,0
She is a total machine with chess,0,0,0,0,0,0
This is hella talented,0,0,1,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
He is a wizard on solving problems,0,0,0,0,0,0
Just bloody magnificent,0,0,1,0,0,0
Just damn smart,0,0,1,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
That is really awesome,0,0,0,0,0,0
That is totally smart,0,0,0,0,0,0
You are a demon with gaming,0,0,0,0,0,0
Truly really brilliant,0,0,0,0,0,0
freaking funny work,0,0,0,0,0,0
That is a really cool work,0,0,0,0,0,0
You are damn awesome,0,0,1,0,0,0
She is a total monster on designing,0,0,0,0,0,0
That is a bloody cool art,0,0,1,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
You are freaking good,0,0,0,0,0,0
That is a damn cool idea,0,0,1,0,0,0
That is a damn nice game,0,0,1,0,0,0
loser,1,0,0,0,1,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
hella incredible code,0,0,1,0,0,0
Just absolutely funny,0,0,0,0,0,0
It was bloody awesome,0,0,1,0,0,0
That is a damn smart performance,0,0,1,0,0,0
You are freaking wonderful,0,0,0,0,0,0
That is a hella beautiful performance,0,0,1,0,0,0
It was totally smart,0,0,0,0,0,0
fucking beautiful job,0,0,1,0,0,0
Just bloody good,0,0,1,0,0,0
You are really wonderful,0,0,0,0,0,0
damn fantastic code,0,0,1,0,0,0
That is a really sick job,0,0,0,0,0,0
That is a really cool song,0,0,0,0,0,0
That is a fucking excellent performance,0,0,1,0,0,0
That is a absolutely wonderful movie,0,0,0,0,0,0
bloody cool song,0,0,1,0,0,0
fucking brilliant idea,0,0,1,0,0,0
That is a absolutely lovely work,0,0,0,0,0,0
freaking funny code,0,0,0,0,0,0
Just freaking sick,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
damn nice movie,0,0,1,0,0,0
totally wicked movie,0,0,0,0,0,0
kys,1,0,0,1,0,0
really talented code,0,0,0,0,0,0
That is a totally best idea,0,0,0,0,0,0
fucking legendary code,0,0,1,0,0,0
Just totally fantastic,0,0,0,0,0,0
damn nice art,0,0,1,0,0,0
Truly damn fantastic,0,0,1,0,0,0
Just fucking cool,0,0,1,0,0,0
Truly absolutely best,0,0,0,0,0,0
You represent n1gger,1,0,1,0,1,0
Honestly hella legendary,0,0,1,0,0,0
That is a really great code,0,0,0,0,0,0
bloody perfect performance,0,0,1,0,0,0
She is a total killer with the guitar,0,0,0,0,0,0
freaking funny song,0,0,0,0,0,0
You are totally great,0,0,0,0,0,0
Truly really spectacular,0,0,0,0,0,0
freaking magnificent code,0,0,0,0,0,0
That is a damn sick game,0,0,1,0,0,0
damn perfect idea,0,0,1,0,0,0
That is a totally magnificent game,0,0,0,0,0,0
totally cool job,0,0,0,0,0,0
freaking magnificent song,0,0,0,0,0,0
totally wicked song,0,0,0,0,0,0
Truly hella funny,0,0,1,0,0,0
You are absolutely wonderful,0,0,0,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
That is a bloody sick design,0,0,1,0,0,0
It was bloody sick,0,0,1,0,0,0
You are a killer with gaming,0,0,0,0,0,0
That is a bloody incredible code,0,0,1,0,0,0
She is a total killer on chess,0,0,0,0,0,0
That is bloody awesome,0,0,1,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
stfu,1,0,1,0,1,0
Just freaking incredible,0,0,0,0,0,0
That is a really nice movie,0,0,0,0,0,0
fucking cool movie,0,0,1,0,0,0
hella funny movie,0,0,1,0,0,0
Truly bloody spectacular,0,0,1,0,0,0
fv(|<,1,0,1,0,1,0
That is a freaking spectacular performance,0,0,0,0,0,0
totally spectacular song,0,0,0,0,0,0
Honestly really beautiful,0,0,0,0,0,0
Truly freaking superb,0,0,0,0,0,0
He is a machine on coding,0,0,0,0,0,0
It was fucking funny,0,0,1,0,0,0
That is really brilliant,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
Truly totally talented,0,0,0,0,0,0
This is totally smart,0,0,0,0,0,0
That is a totally superb song,0,0,0,0,0,0
totally spectacular design,0,0,0,0,0,0
I hate lag,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
totally best song,0,0,0,0,0,0
damn amazing code,0,0,1,0,0,0
absolutely cool job,0,0,0,0,0,0
Honestly damn awesome,0,0,1,0,0,0
This is freaking brilliant,0,0,0,0,0,0
This is totally spectacular,0,0,0,0,0,0
That is a fucking amazing performance,0,0,1,0,0,0
c.u.n.t,1,0,1,0,1,0
That is a bloody good game,0,0,1,0,0,0
You are really great,0,0,0,0,0,0
Just absolutely cool,0,0,0,0,0,0
fucking cool design,0,0,1,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
That is hella great,0,0,1,0,0,0
That is a really cool design,0,0,0,0,0,0
totally awesome game,0,0,0,0,0,0
absolutely talented job,0,0,0,0,0,0
That is a freaking perfect code,0,0,0,0,0,0
totally magnificent art,0,0,0,0,0,0
$h1+,1,0,1,0,1,0
That is damn fantastic,0,0,1,0,0,0
Truly bloody amazing,0,0,1,0,0,0
Honestly totally beautiful,0,0,0,0,0,0
That is a freaking talented job,0,0,0,0,0,0
You represent fv(|<,1,0,1,0,1,0
This is really superb,0,0,0,0,0,0
That is a damn fantastic movie,0,0,1,0,0,0
hella beautiful art,0,0,1,0,0,0
She is a total beast at chess,0,0,0,0,0,0
n i g g e r,1,0,1,0,1,0
That is a really dope job,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
You are absolutely excellent,0,0,0,0,0,0
Honestly damn amazing,0,0,1,0,0,0
Honestly really brilliant,0,0,0,0,0,0
You are a killer with solving problems,0,0,0,0,0,0
She is a total legend at everything,0,0,0,0,0,0
That is really good,0,0,0,0,0,0
That is a hella great idea,0,0,1,0,0,0
That is a bloody funny design,0,0,1,0,0,0
That is a freaking wonderful song,0,0,0,0,0,0
You are absolutely wicked,0,0,0,0,0,0
You are fucking magnificent,0,0,1,0,0,0
That is a absolutely great game,0,0,0,0,0,0
That is a freaking superb idea,0,0,0,0,0,0
You are a wizard at the guitar,0,0,0,0,0,0
damn spectacular movie,0,0,1,0,0,0
He is a beast at coding,0,0,0,0,0,0
bloody superb design,0,0,1,0,0,0
Truly absolutely legendary,0,0,0,0,0,0
totally incredible idea,0,0,0,0,0,0
She is a total wizard with solving problems,0,0,0,0,0,0
Just hella cool,0,0,1,0,0,0
That is fucking funny,0,0,1,0,0,0
You are freaking fantastic,0,0,0,0,0,0
You are a machine at the guitar,0,0,0,0,0,0
Just really incredible,0,0,0,0,0,0
He is a machine with cooking,0,0,0,0,0,0
Truly really dope,0,0,0,0,0,0
Truly totally great,0,0,0,0,0,0
That is absolutely incredible,0,0,0,0,0,0
That is a absolutely great song,0,0,0,0,0,0
It was freaking wonderful,0,0,0,0,0,0
hella genius code,0,0,1,0,0,0
It was damn smart,0,0,1,0,0,0
Honestly damn good,0,0,1,0,0,0
He is a machine with the guitar,0,0,0,0,0,0
fucking awesome art,0,0,1,0,0,0
absolutely fantastic art,0,0,0,0,0,0
Just damn talented,0,0,1,0,0,0
hella excellent idea,0,0,1,0,0,0
That is a absolutely magnificent art,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
hella talented performance,0,0,1,0,0,0
It was damn cool,0,0,1,0,0,0
She is a total monster on cooking,0,0,0,0,0,0
It was fucking superb,0,0,1,0,0,0
That is a damn legendary code,0,0,1,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
That is a fucking wicked song,0,0,1,0,0,0
fucking magnificent art,0,0,1,0,0,0
That is a damn great job,0,0,1,0,0,0
Truly really best,0,0,0,0,0,0
totally dope design,0,0,0,0,0,0
You are really excellent,0,0,0,0,0,0
That is a totally smart design,0,0,0,0,0,0
You are hella smart,0,0,1,0,0,0
That is a totally sick work,0,0,0,0,0,0
She is a total wizard at python,0,0,0,0,0,0
really legendary movie,0,0,0,0,0,0
You represent c.u.n.t,1,0,1,0,1,0
Just totally nice,0,0,0,0,0,0
That is a hella incredible game,0,0,1,0,0,0
He is a machine at python,0,0,0,0,0,0
Just damn lovely,0,0,1,0,0,0
totally superb art,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
That is a freaking wonderful work,0,0,0,0,0,0
Just really legendary,0,0,0,0,0,0
Honestly hella smart,0,0,1,0,0,0
This is totally magnificent,0,0,0,0,0,0
She is a total legend at cooking,0,0,0,0,0,0
Honestly absolutely amazing,0,0,0,0,0,0
That is a totally nice job,0,0,0,0,0,0
That is a absolutely cool job,0,0,0,0,0,0
That is bloody sick,0,0,1,0,0,0
